source,target,similarity,weight,relation_definition,source_context_id,source_chapter_number,source_representative_context,target_context_id,target_chapter_number,target_representative_context
司马懿,曹真,0.7216147780418396,0.7216147780418396,mutual_semantic_context_similarity,CONTEXT000705,95,却说魏主曹叡令张郃为先锋，与司马懿一同征进；一面令辛毗、孙礼二人领兵五万，往助曹真。二人奉诏而去。且说司马懿引二十万军，出关下寨，请先锋张郃至帐下曰：「诸葛亮生平谨慎，未敢造次行事。若吾用兵，先从子午谷迳取长安，早,CONTEXT002691,95,却说魏主曹叡令张郃为先锋，与司马懿一同征进；一面令辛毗、孙礼二人领兵五万，往助曹真。二人奉诏而去。且说司马懿引二十万军，出关下寨，请先锋张郃至帐下曰：「诸葛亮生平谨慎，未敢造次行事。若吾用兵，先从子午谷迳取长安，早得多时矣。他非无谋，但恐有失，不肯弄险。今必出军
张昭,曹丕,0.7165402770042419,0.7165402770042419,mutual_semantic_context_similarity,CONTEXT001903,29,纮谏曰：「乘人之丧而伐之，既非义举；若其不克，弃好成仇；不如因而善遇之。」操然其说，乃即奏封孙权为将军，兼领会稽太守；既令张纮为会稽都尉，赍印往江东。孙权大喜，又得张纮回吴，即命与张昭同理政事。张纮又荐一人于孙权。此人姓顾，名雍，子元叹，乃中郎蔡邕之徒；其为人少言语，不饮酒，严厉正大。权以为丞，行太守事。自是孙权威震江东，深得民心。,CONTEXT002417,80,曹丕听毕，便欲受诏。司马懿谏曰：「不可：虽然诏玺已至，殿下宜且上表谦辞，以绝天下之谤。」丕从之，令王朗作表，自称德薄，请别求大贤以嗣天位。帝览表，心甚惊疑，谓群臣曰：「魏王谦逊，如之奈
关兴,许褚,0.7153400182723999,0.7153400182723999,mutual_semantic_context_similarity,CONTEXT000081,97,孔明大怒，把羽扇一招，左有马岱，右有张嶷，两路兵冲出。魏兵便退。行不到三十里，望见蜀兵背后火起，喊声不绝。两军杀出，左有关兴，右有张苞。山上矢石如雨，往下射来。魏兵大败。费耀知是中计，集退军望山谷中而走，人马困乏。背后关兴引生力军赶来，魏兵自相践踏及落涧身死者，不知其数。耀逃命而走，正遇山披口一彪军，乃,CONTEXT003390,50,正说间，前军后军一齐发喊。操大惊，弃甲上马。众军多有不及收马者。早见四下火烟布合山口，一军摆开。为首乃燕人张翼德，横矛立马，大叫：「操贼走那里去！」诸军众将见了张飞，尽皆胆寒。许褚骑无鞍马来战张飞。张辽，徐晃二将，纵马也来夹攻。两边军马混战做一团。操先拨马走脱，诸将各自脱身。张飞从后赶来。操迤逦奔逃，追兵渐远，回顾众将多已带伤。
张松,徐庶,0.7147526144981384,0.7147526144981384,mutual_semantic_context_similarity,CONTEXT001952,60,。」松笑曰：「松闻曹丞相文不明孔孟之道，武不达孙吴之机，专务强霸而居大位，安能有所教诲，以开发明公耶？」修曰：「公居边隅，安知丞相大才乎？吾试令公观之。」呼左右于箧中取书一卷，以示张松。松观其题曰：「孟德新书」。从头至尾，看了一遍，共一十三篇，皆用兵之要法。,CONTEXT002275,36,徐庶览毕，泪如泉涌，持书来见玄德曰：「某本颍川徐庶，字元直；为因逃难，更名单福。前闻刘景升招贤纳士，特往见之。及与论事，方知是无用之人；作书别之，夤夜至司马水镜庄上，诉说其事。水镜深责
庞统,鲁肃,0.7133812308311462,0.7133812308311462,mutual_semantic_context_similarity,CONTEXT001858,57,吾当于兄长处极力举荐。」统乃将出鲁肃荐书。飞曰：「先生初见吾兄，何不将出？」统曰：「若便将出，似乎专藉荐书来干谒矣。」飞顾谓孙干曰：「非公则失一大贤也。」遂辞统回荆州，见玄德，具说庞统之才。玄德大惊曰：「屈待大贤，吾之过也！」飞将鲁肃荐书呈上。玄德拆视之。书略曰：「庞士元非百里之才，使处治中别驾之任，始当展其骥足。如以貌取之，恐负所学，终为他人所用，实可惜也。」,CONTEXT004523,82,」曹丕笑曰：「此欲退蜀兵故也。」即令召入。咨拜伏于丹墀。丕览表毕，遂问咨曰：「吴侯乃何如主也？」咨曰：「聪明仁智雄略之主也。」丕笑曰：「卿褒奖毋乃太甚？」咨曰：「臣非过誉也。吴侯纳鲁肃于凡品，是其聪明也；拔吕蒙于行阵，是其明也；获于禁而不害，是其仁也；取荆州兵不血刃，是其智也；据三江虎视天下，是其雄也；屈身于陛下，是其略也：--以此论之，岂不为聪明仁智雄略之主乎
刘表,张昭,0.7124319672584534,0.7124319672584534,mutual_semantic_context_similarity,CONTEXT000546,32,于寨中，聚文武计议。程昱曰：「袁谭被袁尚攻击太急，不得已而来降，不可准信。」吕虔、满宠亦曰：「丞相既引兵至此，安可复舍表而助谭？」荀攸曰：「三公之言未善。以愚意度之，天下方有事，而刘表坐保江、汉之间，不敢展足，其无四方之志可知矣；袁氏据四州之地，带甲数十万，若二子和睦，共守成业，天下事未可知也。今其兄弟相攻，势穷而投我，我提兵先除袁尚，后观其变。并灭袁谭，天下定,CONTEXT001903,29,纮谏曰：「乘人之丧而伐之，既非义举；若其不克，弃好成仇；不如因而善遇之。」操然其说，乃即奏封孙权为将军，兼领会稽太守；既令张纮为会稽都尉，赍印往江东。孙权大喜，又得张纮回吴，即命与张昭同理政事。张纮又荐一人于孙权。此人姓顾，名雍，子元叹，乃中郎蔡邕之徒；其为人少言语，不饮酒，严厉正大。权以为丞，行太守事。自是孙权威震江东，深得民心。
夏侯惇,曹洪,0.711193323135376,0.711193323135376,mutual_semantic_context_similarity,CONTEXT001238,69,原来夏侯惇奉曹操命，巡警许昌，领三万军，离城五里屯扎；是夜遥望见城中火起，便领大军前来，围住许都，使一枝军入城接应。曹休直混杀至天明。耿纪，韦晃等无人相助。人报金袆，二吉皆被杀死。耿纪，韦晃,CONTEXT002642,58,时徐晃正在关上点视粮草，闻曹洪下关厮杀，大惊，急引兵随后赶来，大叫曹洪回马；忽然背后喊声大震，马岱引军杀至。曹洪，徐晃急回走时，一棒鼓响，山背后两军截出：左是马超，右是庞德，混杀一阵。曹洪抵挡不住，折军大半，撞
程昱,袁绍,0.7096331715583801,0.7096331715583801,mutual_semantic_context_similarity,CONTEXT002956,32,操看书毕，留辛毗于寨中，聚文武计议。程昱曰：「袁谭被袁尚攻击太急，不得已而来降，不可准信。」吕虔、满宠亦曰：「丞相既引兵至此，安可复舍表而助谭？」荀攸曰：「三公之言未善。以愚意度之，天下方有事，而刘表坐保江、汉之间，不敢,CONTEXT003268,24,昱曰：「今董承等虽诛，尚有马腾，刘备，亦在此数，不可不除。」昱曰：「马腾屯军西凉，未可轻取；但当以书慰劳，勿使生疑，诱入京师图之，可也。刘备现在徐州，分布掎角之势，亦不可轻敌。况今袁绍屯兵官渡，常有图许都之心。若我一旦东征，刘备势必求救于绍。绍趁虚来袭，何以当之？」操曰：「非也，备乃人杰也。今若不击，待其羽翼既成，急难图矣。袁绍虽强，事多怀疑不决，何足忧乎？」
曹洪,魏延,0.7061630487442017,0.7061630487442017,mutual_semantic_context_similarity,CONTEXT002642,58,时徐晃正在关上点视粮草，闻曹洪下关厮杀，大惊，急引兵随后赶来，大叫曹洪回马；忽然背后喊声大震，马岱引军杀至。曹洪，徐晃急回走时，一棒鼓响，山背后两军截出：左是马超，右是庞德，混杀一阵。曹洪抵挡不住，折军大半，撞,CONTEXT004356,72,曹兵方回头时，孔明号旗举起。玄德中军领兵便出，黄忠左边杀来，赵云右边杀来。曹兵大溃而逃。孔明连夜追赶。操传令军回南郑。只见五路火起。原来魏延，张飞，得严颜代守阆中，分兵杀来，先得了南郑。
司马徽,张松,0.7029070854187012,0.7029070854187012,mutual_semantic_context_similarity,CONTEXT000679,35,玄德闻之大喜，暗忖此人必是伏龙、凤雏，即欲出见，又恐造次。候至天晓，玄德求见水镜，问曰：「昨夜来者是谁？」水镜曰：「此吾友也。」玄德求与相见。水镜曰：「此人欲往投明主，已到他处去了。」玄德请问其姓名。水镜笑曰：「好！好！」玄德再问：「伏龙、凤雏，果系何人？」水,CONTEXT001952,60,。」松笑曰：「松闻曹丞相文不明孔孟之道，武不达孙吴之机，专务强霸而居大位，安能有所教诲，以开发明公耶？」修曰：「公居边隅，安知丞相大才乎？吾试令公观之。」呼左右于箧中取书一卷，以示张松。松观其题曰：「孟德新书」。从头至尾，看了一遍，共一十三篇，皆用兵之要法。
庞统,祢衡,0.7014139294624329,0.7014139294624329,mutual_semantic_context_similarity,CONTEXT001858,57,吾当于兄长处极力举荐。」统乃将出鲁肃荐书。飞曰：「先生初见吾兄，何不将出？」统曰：「若便将出，似乎专藉荐书来干谒矣。」飞顾谓孙干曰：「非公则失一大贤也。」遂辞统回荆州，见玄德，具说庞统之才。玄德大惊曰：「屈待大贤，吾之过也！」飞将鲁肃荐书呈上。玄德拆视之。书略曰：「庞士元非百里之才，使处治中别驾之任，始当展其骥足。如以貌取之，恐负所学，终为他人所用，实可惜也。」,CONTEXT002934,60,当下张松欲辞回。修曰：「公且暂居馆舍，容某再禀丞相，令公面君。」松谢而退。修入见操曰：「适来丞相何慢张松乎？」操曰：「言语不逊，吾故慢之。」修曰：「丞相尚容一祢衡，何不纳张松？」操曰：「祢衡文章，播于当今，吾故不忍杀之。松有何能？」修曰：「且无论其口似悬河，辩才无碍。适修以丞相所撰「孟德新书」示之，彼观一遍，即能暗诵。如此博闻强记，世所罕有
刘备,张松,0.7013110518455505,0.7013110518455505,mutual_semantic_context_similarity,CONTEXT000252,42,玄德教请孔明出来相见。肃见孔明礼毕，问曰：「向慕先生才德，未得拜晤；今幸相遇，愿闻目今安危之事。」孔明曰：「曹操奸计，亮已尽知；但恨力未及，故且避之。」肃曰：「皇叔今将止于此乎？」孔明,CONTEXT001952,60,。」松笑曰：「松闻曹丞相文不明孔孟之道，武不达孙吴之机，专务强霸而居大位，安能有所教诲，以开发明公耶？」修曰：「公居边隅，安知丞相大才乎？吾试令公观之。」呼左右于箧中取书一卷，以示张松。松观其题曰：「孟德新书」。从头至尾，看了一遍，共一十三篇，皆用兵之要法。
华歆,张昭,0.7010148167610168,0.7010148167610168,mutual_semantic_context_similarity,CONTEXT000623,80,栗不已。只见阶下披甲持戈数百余人，皆是魏兵。帝泣谓群臣曰：「朕愿将天下禅于魏王，幸留残喘，以终天年。」贾诩曰：「魏王必不负陛下。陛下可急降诏，以安众心。」帝只得令陈群草禅国之诏，令华歆赍捧诏玺，引百官直至魏王宫献纳。曹丕大喜。开读诏曰：,CONTEXT001903,29,纮谏曰：「乘人之丧而伐之，既非义举；若其不克，弃好成仇；不如因而善遇之。」操然其说，乃即奏封孙权为将军，兼领会稽太守；既令张纮为会稽都尉，赍印往江东。孙权大喜，又得张纮回吴，即命与张昭同理政事。张纮又荐一人于孙权。此人姓顾，名雍，子元叹，乃中郎蔡邕之徒；其为人少言语，不饮酒，严厉正大。权以为丞，行太守事。自是孙权威震江东，深得民心。
孙乾,诸葛瑾,0.6959078907966614,0.6959078907966614,mutual_semantic_context_similarity,CONTEXT001516,54,当日二人并辔而回。南徐之民，无不称贺。玄德自回馆驿，与孙干商议。干曰：「主公只是哀求乔国老，早早毕姻，免生别事。」次日，玄德复至乔国老宅前下马。国老接入，礼毕，茶罢，玄德告曰：「江左之人，多有要害刘备者，恐不能久居。」国老曰：「玄德宽心：,CONTEXT003530,66,却说孙权要索荆州。张昭献计曰：「刘备所倚重者，诸葛亮耳。其兄诸葛瑾今仕于吴，何不将瑾老小执下，使瑾入川告其弟，令劝刘备交割荆州？『如其不还，必累及我老小，』亮念同胞之情，必然应允。」权曰：「诸葛瑾乃诚实君子，安忍拘其老小？」昭曰：「明教知是计策，
周瑜,阚泽,0.6949216723442078,0.6949216723442078,mutual_semantic_context_similarity,CONTEXT001106,46,肃辞去，入帐见周瑜，瑜邀入帐后。肃曰：「今日何故痛责黄公覆？」瑜曰：「诸将怨否？」肃曰：「多有心中不安者。」瑜曰：「孔明之意若何？」肃曰：「他也埋怨都督忒薄情。」瑜笑曰：「今番须瞒过他也。」肃曰：「,CONTEXT004017,47,曹操于几案上翻覆将书看了十余次，忽然拍案张目大怒曰：「黄盖用苦肉计，令汝下诈降书，就中取事，却敢来戏侮我耶！」便教左右推出斩之。左右将阚泽簇下，泽面不改容，仰天大笑。操教牵回，叱曰：「吾已识破奸计，汝何故哂笑？」泽曰：「吾不笑你。吾笑黄公覆不识人耳。」操曰：「何不识人？」泽曰：「杀便杀，何必多问！」操曰：「吾自幼熟读
王平,魏延,0.693943202495575,0.693943202495575,mutual_semantic_context_similarity,CONTEXT002865,93,，汝乘势攻之，彼必自相掩杀：可获全胜。」二将引兵受计而去。又唤关兴、张苞分付曰：「汝二人各引一军，伏于祁山要路；放过魏兵，却从魏兵来路，杀奔魏寨而去。」二人引兵受计去了。又令马岱、王平、张翼、张嶷四将，伏于寨外，四面迎击魏兵。孔明乃虚立寨栅，居中堆起柴草，以备火号；自引诸将退于寨后，以观动静。却说魏先锋曹遵、朱赞黄昏离寨，迤逦前进。二更左侧，遥望山前隐隐有兵行动,CONTEXT004356,72,曹兵方回头时，孔明号旗举起。玄德中军领兵便出，黄忠左边杀来，赵云右边杀来。曹兵大溃而逃。孔明连夜追赶。操传令军回南郑。只见五路火起。原来魏延，张飞，得严颜代守阆中，分兵杀来，先得了南郑。
刘表,诸葛瑾,0.6931397318840027,0.6931397318840027,mutual_semantic_context_similarity,CONTEXT000546,32,于寨中，聚文武计议。程昱曰：「袁谭被袁尚攻击太急，不得已而来降，不可准信。」吕虔、满宠亦曰：「丞相既引兵至此，安可复舍表而助谭？」荀攸曰：「三公之言未善。以愚意度之，天下方有事，而刘表坐保江、汉之间，不敢展足，其无四方之志可知矣；袁氏据四州之地，带甲数十万，若二子和睦，共守成业，天下事未可知也。今其兄弟相攻，势穷而投我，我提兵先除袁尚，后观其变。并灭袁谭，天下定,CONTEXT003530,66,却说孙权要索荆州。张昭献计曰：「刘备所倚重者，诸葛亮耳。其兄诸葛瑾今仕于吴，何不将瑾老小执下，使瑾入川告其弟，令劝刘备交割荆州？『如其不还，必累及我老小，』亮念同胞之情，必然应允。」权曰：「诸葛瑾乃诚实君子，安忍拘其老小？」昭曰：「明教知是计策，
姜维,邓艾,0.69194096326828,0.69194096326828,mutual_semantic_context_similarity,CONTEXT001328,95,此时曹真听知孔明退兵，急引兵追赶。山背后一声砲响，蜀兵漫山遍野而来；为首大将，乃是姜维、马岱。真大惊，急退军时，先锋陈造已被马岱所斩。真引兵鼠窜而还，蜀兵连夜皆奔回汉中。,CONTEXT003727,111,正踌躇未决，忽报前军来报：「山后尘头大起，必有伏兵。」维急令退兵，师纂、邓忠，两军杀出。维且战且走，前面喊声大震，邓艾引兵杀到：三路夹攻，蜀兵大败。幸得夏侯霸引兵杀到，魏兵方退，救了姜维，欲再往祁山。霸曰：「祁山寨已被陈泰打破，鲍素阵亡，全寨人马皆退回汉中去了。」维不敢取董亭，急投山僻小路而回。后
曹丕,曹叡,0.6893870234489441,0.6893870234489441,mutual_semantic_context_similarity,CONTEXT002417,80,曹丕听毕，便欲受诏。司马懿谏曰：「不可：虽然诏玺已至，殿下宜且上表谦辞，以绝天下之谤。」丕从之，令王朗作表，自称德薄，请别求大贤以嗣天位。帝览表，心甚惊疑，谓群臣曰：「魏王谦逊，如之奈,CONTEXT002473,94,来报喜。」孔明曰：「有何喜？」丰曰：「昔日孟达降魏，乃不得已也。彼时曹丕爱其才，时以骏马金珠赐之，曾同辇出入，封为散骑常侍，领新城太守，镇守上庸、金城等处，委以西南之任。自丕死后，曹叡即位，朝中多人嫉（左女右石），孟达日夜不安，常谓诸将曰：『吾本蜀将，势逼于此。』今累差心腹人，持书来见家父，教早晚代禀丞相：前者五路下川之时，曾有此意；今在新城，听知丞相伐魏，欲起
邓芝,顾雍,0.689100444316864,0.689100444316864,mutual_semantic_context_similarity,CONTEXT003817,86,却说孔明自邓芝去后，奏后主曰：「邓芝此去，其事必成。吴地多贤，定有人来答礼。陛下当礼貌之，令彼回吴，以通盟好。吴若通和，魏必不敢加兵于蜀矣。吴、魏宁靖，臣当征南，平定蛮方，然后图魏。魏削则东吴亦,CONTEXT004179,44,鲁肃上马去了。周瑜方才歇息。忽报张昭、顾雍、张纮、步骘四人来相探。瑜接入堂中坐定，叙寒温毕。张昭曰：「都督知江东之利害否？」瑜曰：「未知也。」昭曰：「曹操拥众百万，屯于汉上，昨传檄文至此，欲请主公会猎于江夏。虽有相吞之意，
夏侯霸,姜维,0.6864742040634155,0.6864742040634155,mutual_semantic_context_similarity,CONTEXT001281,111,正踌躇未决，忽报前军来报：「山后尘头大起，必有伏兵。」维急令退兵，师纂、邓忠，两军杀出。维且战且走，前面喊声大震，邓艾引兵杀到：三路夹攻，蜀兵大败。幸得夏侯霸引兵杀到，魏兵方退，救了姜维，欲再往祁山。霸曰：「祁山寨已被陈泰打破，鲍素阵亡，全寨人马皆退回汉中去了。」维不敢取董亭，急投山僻小路而回。后面邓艾急追，维令诸军前进，自为断后。,CONTEXT001328,95,此时曹真听知孔明退兵，急引兵追赶。山背后一声砲响，蜀兵漫山遍野而来；为首大将，乃是姜维、马岱。真大惊，急退军时，先锋陈造已被马岱所斩。真引兵鼠窜而还，蜀兵连夜皆奔回汉中。
王平,郭淮,0.6861077547073364,0.6861077547073364,mutual_semantic_context_similarity,CONTEXT002865,93,，汝乘势攻之，彼必自相掩杀：可获全胜。」二将引兵受计而去。又唤关兴、张苞分付曰：「汝二人各引一军，伏于祁山要路；放过魏兵，却从魏兵来路，杀奔魏寨而去。」二人引兵受计去了。又令马岱、王平、张翼、张嶷四将，伏于寨外，四面迎击魏兵。孔明乃虚立寨栅，居中堆起柴草，以备火号；自引诸将退于寨后，以观动静。却说魏先锋曹遵、朱赞黄昏离寨，迤逦前进。二更左侧，遥望山前隐隐有兵行动,CONTEXT003951,103,器无功。司马懿大喜曰：「不就此时杀出，便待时何！」即引兵奋力冲杀。张虎、乐𬘭亦引兵杀来接应。马岱军少，不敢追赶。司马懿父子与张虎、乐𬘭合兵一处，同归渭南大寨。不想寨栅已被蜀兵夺了。郭淮、孙礼正在浮桥上与蜀兵接战。司马懿等引兵杀到，蜀兵退去。懿烧断浮桥，据住北岸。
刘表,荀彧,0.6858345866203308,0.6858345866203308,mutual_semantic_context_similarity,CONTEXT000546,32,于寨中，聚文武计议。程昱曰：「袁谭被袁尚攻击太急，不得已而来降，不可准信。」吕虔、满宠亦曰：「丞相既引兵至此，安可复舍表而助谭？」荀攸曰：「三公之言未善。以愚意度之，天下方有事，而刘表坐保江、汉之间，不敢展足，其无四方之志可知矣；袁氏据四州之地，带甲数十万，若二子和睦，共守成业，天下事未可知也。今其兄弟相攻，势穷而投我，我提兵先除袁尚，后观其变。并灭袁谭，天下定,CONTEXT002987,10,昱谓荀彧曰：「某孤陋寡闻，不足当公之荐。公之乡人姓郭，名嘉，字奉孝，乃当今贤士，何不罗而致之？」彧猛省曰：「吾几忘却！」遂启操征聘郭嘉到兖州，共论天下之事。郭嘉荐光武嫡派子孙，淮南成德人：
曹真,郭淮,0.6836371421813965,0.6836371421813965,mutual_semantic_context_similarity,CONTEXT002691,95,却说魏主曹叡令张郃为先锋，与司马懿一同征进；一面令辛毗、孙礼二人领兵五万，往助曹真。二人奉诏而去。且说司马懿引二十万军，出关下寨，请先锋张郃至帐下曰：「诸葛亮生平谨慎，未敢造次行事。若吾用兵，先从子午谷迳取长安，早得多时矣。他非无谋，但恐有失，不肯弄险。今必出军,CONTEXT003951,103,器无功。司马懿大喜曰：「不就此时杀出，便待时何！」即引兵奋力冲杀。张虎、乐𬘭亦引兵杀来接应。马岱军少，不敢追赶。司马懿父子与张虎、乐𬘭合兵一处，同归渭南大寨。不想寨栅已被蜀兵夺了。郭淮、孙礼正在浮桥上与蜀兵接战。司马懿等引兵杀到，蜀兵退去。懿烧断浮桥，据住北岸。
夏侯惇,郭淮,0.6829738020896912,0.6829738020896912,mutual_semantic_context_similarity,CONTEXT001238,69,原来夏侯惇奉曹操命，巡警许昌，领三万军，离城五里屯扎；是夜遥望见城中火起，便领大军前来，围住许都，使一枝军入城接应。曹休直混杀至天明。耿纪，韦晃等无人相助。人报金袆，二吉皆被杀死。耿纪，韦晃,CONTEXT003951,103,器无功。司马懿大喜曰：「不就此时杀出，便待时何！」即引兵奋力冲杀。张虎、乐𬘭亦引兵杀来接应。马岱军少，不敢追赶。司马懿父子与张虎、乐𬘭合兵一处，同归渭南大寨。不想寨栅已被蜀兵夺了。郭淮、孙礼正在浮桥上与蜀兵接战。司马懿等引兵杀到，蜀兵退去。懿烧断浮桥，据住北岸。
吴国太,诸葛瑾,0.6825239062309265,0.6825239062309265,mutual_semantic_context_similarity,CONTEXT001042,54,少顷，孙权入后堂见母亲。国太搥胸大哭。权曰：「母亲何故烦恼？」国太曰：「你直如此将我看承得如无物！我姐姐临危之时，分付你甚么话来？」孙权失惊曰：「母亲有话明说，何苦如此？」国太曰：「男大须婚，女大须嫁，古今常,CONTEXT003530,66,却说孙权要索荆州。张昭献计曰：「刘备所倚重者，诸葛亮耳。其兄诸葛瑾今仕于吴，何不将瑾老小执下，使瑾入川告其弟，令劝刘备交割荆州？『如其不还，必累及我老小，』亮念同胞之情，必然应允。」权曰：「诸葛瑾乃诚实君子，安忍拘其老小？」昭曰：「明教知是计策，
司马徽,孙乾,0.6812649369239807,0.6812649369239807,mutual_semantic_context_similarity,CONTEXT000679,35,玄德闻之大喜，暗忖此人必是伏龙、凤雏，即欲出见，又恐造次。候至天晓，玄德求见水镜，问曰：「昨夜来者是谁？」水镜曰：「此吾友也。」玄德求与相见。水镜曰：「此人欲往投明主，已到他处去了。」玄德请问其姓名。水镜笑曰：「好！好！」玄德再问：「伏龙、凤雏，果系何人？」水,CONTEXT001516,54,当日二人并辔而回。南徐之民，无不称贺。玄德自回馆驿，与孙干商议。干曰：「主公只是哀求乔国老，早早毕姻，免生别事。」次日，玄德复至乔国老宅前下马。国老接入，礼毕，茶罢，玄德告曰：「江左之人，多有要害刘备者，恐不能久居。」国老曰：「玄德宽心：
夏侯惇,夏侯霸,0.6781718730926514,0.6781718730926514,mutual_semantic_context_similarity,CONTEXT001238,69,原来夏侯惇奉曹操命，巡警许昌，领三万军，离城五里屯扎；是夜遥望见城中火起，便领大军前来，围住许都，使一枝军入城接应。曹休直混杀至天明。耿纪，韦晃等无人相助。人报金袆，二吉皆被杀死。耿纪，韦晃,CONTEXT001281,111,正踌躇未决，忽报前军来报：「山后尘头大起，必有伏兵。」维急令退兵，师纂、邓忠，两军杀出。维且战且走，前面喊声大震，邓艾引兵杀到：三路夹攻，蜀兵大败。幸得夏侯霸引兵杀到，魏兵方退，救了姜维，欲再往祁山。霸曰：「祁山寨已被陈泰打破，鲍素阵亡，全寨人马皆退回汉中去了。」维不敢取董亭，急投山僻小路而回。后面邓艾急追，维令诸军前进，自为断后。
刘表,郭嘉,0.677487313747406,0.677487313747406,mutual_semantic_context_similarity,CONTEXT000546,32,于寨中，聚文武计议。程昱曰：「袁谭被袁尚攻击太急，不得已而来降，不可准信。」吕虔、满宠亦曰：「丞相既引兵至此，安可复舍表而助谭？」荀攸曰：「三公之言未善。以愚意度之，天下方有事，而刘表坐保江、汉之间，不敢展足，其无四方之志可知矣；袁氏据四州之地，带甲数十万，若二子和睦，共守成业，天下事未可知也。今其兄弟相攻，势穷而投我，我提兵先除袁尚，后观其变。并灭袁谭，天下定,CONTEXT003850,23,帝览表，以付曹操。操遂使人召衡至。礼毕，操不命坐。祢衡仰天叹曰：「天地虽阔，何无一人也！」操曰：「吾手下有数十人，皆当世英雄，何谓无人？」衡曰：「愿闻。」操曰：「荀彧，荀攸，郭嘉，程昱，机深智远，虽萧何，陈平不及也。张辽[陈怡妏3]，许褚，乐进，李典，勇不可当，虽岑彭，马武不及也。吕虔，满宠，为从事；于禁，徐晃，为先锋。夏侯惇，天下奇才；曹子孝，世间福将。
祢衡,郭嘉,0.6773697733879089,0.6773697733879089,mutual_semantic_context_similarity,CONTEXT002934,60,当下张松欲辞回。修曰：「公且暂居馆舍，容某再禀丞相，令公面君。」松谢而退。修入见操曰：「适来丞相何慢张松乎？」操曰：「言语不逊，吾故慢之。」修曰：「丞相尚容一祢衡，何不纳张松？」操曰：「祢衡文章，播于当今，吾故不忍杀之。松有何能？」修曰：「且无论其口似悬河，辩才无碍。适修以丞相所撰「孟德新书」示之，彼观一遍，即能暗诵。如此博闻强记，世所罕有,CONTEXT003850,23,帝览表，以付曹操。操遂使人召衡至。礼毕，操不命坐。祢衡仰天叹曰：「天地虽阔，何无一人也！」操曰：「吾手下有数十人，皆当世英雄，何谓无人？」衡曰：「愿闻。」操曰：「荀彧，荀攸，郭嘉，程昱，机深智远，虽萧何，陈平不及也。张辽[陈怡妏3]，许褚，乐进，李典，勇不可当，虽岑彭，马武不及也。吕虔，满宠，为从事；于禁，徐晃，为先锋。夏侯惇，天下奇才；曹子孝，世间福将。
司马懿,曹叡,0.6716568470001221,0.6716568470001221,mutual_semantic_context_similarity,CONTEXT000705,95,却说魏主曹叡令张郃为先锋，与司马懿一同征进；一面令辛毗、孙礼二人领兵五万，往助曹真。二人奉诏而去。且说司马懿引二十万军，出关下寨，请先锋张郃至帐下曰：「诸葛亮生平谨慎，未敢造次行事。若吾用兵，先从子午谷迳取长安，早,CONTEXT002473,94,来报喜。」孔明曰：「有何喜？」丰曰：「昔日孟达降魏，乃不得已也。彼时曹丕爱其才，时以骏马金珠赐之，曾同辇出入，封为散骑常侍，领新城太守，镇守上庸、金城等处，委以西南之任。自丕死后，曹叡即位，朝中多人嫉（左女右石），孟达日夜不安，常谓诸将曰：『吾本蜀将，势逼于此。』今累差心腹人，持书来见家父，教早晚代禀丞相：前者五路下川之时，曾有此意；今在新城，听知丞相伐魏，欲起
阚泽,黄盖,0.671380341053009,0.671380341053009,mutual_semantic_context_similarity,CONTEXT004017,47,曹操于几案上翻覆将书看了十余次，忽然拍案张目大怒曰：「黄盖用苦肉计，令汝下诈降书，就中取事，却敢来戏侮我耶！」便教左右推出斩之。左右将阚泽簇下，泽面不改容，仰天大笑。操教牵回，叱曰：「吾已识破奸计，汝何故哂笑？」泽曰：「吾不笑你。吾笑黄公覆不识人耳。」操曰：「何不识人？」泽曰：「杀便杀，何必多问！」操曰：「吾自幼熟读,CONTEXT004627,7,坚得书曰：「叵耐刘表！昔日断吾归路，今不乘时报恨，更待何时！」聚帐下程普，黄盖，韩当等商议。程普曰：「袁术多诈，未可准信。」坚曰：「吾自欲报雠，岂望袁术之助乎？」便差黄盖先来江边，安排战船，多装军器粮草，大船装载战马，克日兴师。江中细作探知，来报刘表。表大惊
袁绍,贾诩,0.667083203792572,0.667083203792572,mutual_semantic_context_similarity,CONTEXT003268,24,昱曰：「今董承等虽诛，尚有马腾，刘备，亦在此数，不可不除。」昱曰：「马腾屯军西凉，未可轻取；但当以书慰劳，勿使生疑，诱入京师图之，可也。刘备现在徐州，分布掎角之势，亦不可轻敌。况今袁绍屯兵官渡，常有图许都之心。若我一旦东征，刘备势必求救于绍。绍趁虚来袭，何以当之？」操曰：「非也，备乃人杰也。今若不击，待其羽翼既成，急难图矣。袁绍虽强，事多怀疑不决，何足忧乎？」,CONTEXT003588,59,超犹豫未决。杨秋，侯选，皆劝求和。于是韩遂遣杨秋为使，直往操寨下书，言割地请和之事。操曰：「汝且回寨。吾来日使人回报。」杨秋辞去。贾诩入见操曰：「丞相主意如何？」操曰：「公所见若何？」诩曰：「兵不厌诈。可伪许之，然后用反间计，令韩，马相疑，则一鼓可破也。」操抚掌大喜曰：「天下高见，多有相合。文和之谋，正吾心中之事
